tweet_id,author_id,created_at,inbound,text,clean_text,word_count
2058275,608740,Sat Oct 07 02:50:41 +0000 2017,True,"Stuck in Dallas because of a 4 he flight delay... gee, thanks @AmericanAir","Stuck in Dallas because of a 4 he flight delay... gee, thanks",12
1927597,573667,Sat Nov 25 17:25:26 +0000 2017,True,Helpppp. @129941 sucks and constantly restarts my iphone. What other music app can I use that’s similar/better?,Helpppp. sucks and constantly restarts my iphone. What other music app can I use that’s similar/better?,16
1673092,400731,Mon Nov 06 16:27:31 +0000 2017,True,@GreggsOfficial All I can see is dice unless @3106 has decided to fill it with freebies and hand them out to the homeless for chrimbo now that’s ok,All I can see is dice unless has decided to fill it with freebies and hand them out to the homeless for chrimbo now that’s ok,26
2102700,620913,Thu Nov 09 08:54:56 +0000 2017,True,@AmazonHelp Not a single response from your team. :(,Not a single response from your team. :(,8
661731,277648,Thu Nov 23 01:01:02 +0000 2017,True,"Hey, @115873   Driver won’t come or reply to sms or call, but I get charged to cancel. That seems fair.","Hey, Driver won’t come or reply to sms or call, but I get charged to cancel. That seems fair.",19
2630293,516197,Fri Nov 17 18:00:08 +0000 2017,True,Another overcrowded @VirginTrains thanks to @121516 delayed services. Second time today too 🚀,Another overcrowded thanks to delayed services. Second time today too 🚀,11
1942027,577492,Sun Oct 29 23:29:58 +0000 2017,True,@116253 this is beyond disgusting I went to pickup my rapid order with a drink and this is where I was supposed to get it! 🤢 #gross https://t.co/1fUDHsi8gJ,this is beyond disgusting I went to pickup my rapid order with a drink and this is where I was supposed to get it! 🤢 #gross,26
2267338,659905,Thu Oct 19 17:46:13 +0000 2017,True,@AppleSupport this IOS 11 update has had 2 other updates and my phone still doesn’t work 50% of the time :///,this IOS 11 update has had 2 other updates and my phone still doesn’t work 50% of the time :///,20
2918388,807159,Wed Nov 29 00:16:15 +0000 2017,True,@VerizonSupport They want me to rechat what I chatted you guys. What is going on over there.,They want me to rechat what I chatted you guys. What is going on over there.,16
1428641,450852,Thu Nov 02 06:19:29 +0000 2017,True,@AmazonHelp You really need to look into your agents aliases. What do I call this guy? Mrutyu? Appa?  Mrutyunjaya? 🤦🏻‍♂️ https://t.co/nyGXylEqdT,You really need to look into your agents aliases. What do I call this guy? Mrutyu? Appa? Mrutyunjaya? 🤦🏻‍♂️,19
1660025,506422,Mon Nov 06 03:28:58 +0000 2017,True,@AppleSupport The letter “eye” is typing out like this I️ and it’s ridiculous,The letter “eye” is typing out like this I️ and it’s ridiculous,12
55757,128642,Wed Nov 01 18:32:11 +0000 2017,True,Spent an hour on the phone with @116021 today to be told I have to pay a $25 returned payment fee due to a canceled card as a result of fraud. 2nd time this year. This is why all of your customers hate you @116021! Can’t wait to cancel my contract when it’s up.,Spent an hour on the phone with today to be told I have to pay a $25 returned payment fee due to a canceled card as a result of fraud. 2nd time this year. This is why all of your customers hate you ! Can’t wait to cancel my contract when it’s up.,53
18670,120163,Wed Nov 01 00:13:08 +0000 2017,True,So awesome when the @116827 rep states that a department is open transfers me and the department is closed,So awesome when the rep states that a department is open transfers me and the department is closed,18
1207468,403516,Wed Oct 25 09:28:42 +0000 2017,True,"@ArgosHelpers I only ordered it for collection cause I needed it today, can I cancel the order?","I only ordered it for collection cause I needed it today, can I cancel the order?",16
2190745,641287,Thu Nov 09 19:16:32 +0000 2017,True,"@SpotifyCares Thank you, but it's not allowing me to submit my inquiry on either my phone or computer, is there another way?","Thank you, but it's not allowing me to submit my inquiry on either my phone or computer, is there another way?",21
2787080,778079,Tue Nov 21 17:41:26 +0000 2017,True,@LondonMidland Why can't you open the doors on the 17:41 from Euston?,Why can't you open the doors on the 17:41 from Euston?,11
845196,320902,Fri Oct 20 13:53:10 +0000 2017,True,"@AdobeCare if I am a current cc photo plan subscriber, what do I have to do now based on your changes to this product ?","if I am a current cc photo plan subscriber, what do I have to do now based on your changes to this product ?",24
233385,171558,Thu Oct 05 08:49:14 +0000 2017,True,"@115931 I have an issue with a sale, can you guys contact me plz","I have an issue with a sale, can you guys contact me plz",13
390723,208509,Mon Oct 09 15:00:25 +0000 2017,True,"@azuresupport #azTechHelp I can't activate ""Bedrohungserkennung"" for SQL on German Az portal, though ""Blobüberwachung"" is on. Portal Bug? https://t.co/vFp3Cm4F2e","#azTechHelp I can't activate ""Bedrohungserkennung"" for SQL on German Az portal, though ""Blobüberwachung"" is on. Portal Bug?",17
1384797,173299,Sat Oct 28 11:34:42 +0000 2017,True,@AmazonHelp Does this solve my issue? I am still not able to place the order and still not sure when will this reach me,Does this solve my issue? I am still not able to place the order and still not sure when will this reach me,23
2799712,159786,Wed Nov 22 21:55:13 +0000 2017,True,@781093 @115913 @TMobileHelp I emailed that address also. Ended up getting a reply from a rep. Not him.,I emailed that address also. Ended up getting a reply from a rep. Not him.,15
2872017,797431,Tue Nov 28 01:12:34 +0000 2017,True,any plans to launch the official @115888 app in Egypt,any plans to launch the official app in Egypt,9
2783692,777285,Tue Nov 21 17:30:52 +0000 2017,True,"Hey @TMobileHelp, Your TMobileTuesdays app appears to be inaccessible for VoiceOver users on iPhone. When I go to an item in my stuff tab, I can't read details about it. Only thing I can do is redeem. Any suggestions?","Hey , Your TMobileTuesdays app appears to be inaccessible for VoiceOver users on iPhone. When I go to an item in my stuff tab, I can't read details about it. Only thing I can do is redeem. Any suggestions?",39
559042,250648,Sat Dec 02 22:32:14 +0000 2017,True,@AppleSupport Okay. So if it was discontinued there’s no way to recover it?,Okay. So if it was discontinued there’s no way to recover it?,12
2077735,614492,Mon Oct 09 08:34:55 +0000 2017,True,@AppleSupport why does my phone die in couple hours after the update? Fix it or return the previous version. I got the phone for good OS😡😡😡,why does my phone die in couple hours after the update? Fix it or return the previous version. I got the phone for good OS😡😡😡,25
2323802,673270,Mon Nov 13 15:07:57 +0000 2017,True,"@Tesco Thanks,  it's also @Morrisons @117249 I have looked and can't find it anywhere :(","Thanks, it's also I have looked and can't find it anywhere :(",12
2346240,678404,Mon Nov 13 16:24:01 +0000 2017,True,"@AmazonHelp Première fois dans la nuit de samedi a dimanche. Ils m'ont répondu hier a 17h30, je les ai recontacter tout de suite après pour avoir des informations sur la  localisation du produit, et depuis plus rien. Le vendeur est Game Vault","Première fois dans la nuit de samedi a dimanche. Ils m'ont répondu hier a 17h30, je les ai recontacter tout de suite après pour avoir des informations sur la localisation du produit, et depuis plus rien. Le vendeur est Game Vault",41
229317,156446,Thu Oct 19 10:43:50 +0000 2017,True,Flight stalking my eldest down to LHR in a dove livery @117420 A319  ready for our trip to Iceland 🇮🇸 tonight.  #AvGeek @British_Airways https://t.co/94SVrnCuNG,Flight stalking my eldest down to LHR in a dove livery A319 ready for our trip to Iceland 🇮🇸 tonight. #AvGeek,21
1211707,404397,Wed Oct 25 12:49:31 +0000 2017,True,@AmazonHelp Contact details emailed to you on our customer Care email Id via the amazon app,Contact details emailed to you on our customer Care email Id via the amazon app,15
411229,213085,Tue Oct 10 00:05:32 +0000 2017,True,@AskPlayStation  my PS4 won’t show on my tv ? Any suggestions? I’ve done everything. Unplugged All/changed hdmi ports!help,my PS4 won’t show on my tv ? Any suggestions? I’ve done everything. Unplugged All/changed hdmi ports!help,17
878305,328500,Fri Oct 20 18:44:28 +0000 2017,True,"@ChipotleTweets I understand lunch rush, that’s why I order online... gave it 30 mins and 2nd order delete thought it was a duplicate 😡","I understand lunch rush, that’s why I order online... gave it 30 mins and 2nd order delete thought it was a duplicate 😡",23
1771411,347416,Wed Nov 08 01:18:46 +0000 2017,True,@hulu_support accidentally canceled my entire subscription when trying to cancel just live. Help! I want the rest of the month that got canceled without having to repay!,accidentally canceled my entire subscription when trying to cancel just live. Help! I want the rest of the month that got canceled without having to repay!,26
28909,122366,Wed Nov 01 11:20:45 +0000 2017,True,@AmazonHelp Dont make people foolds.unblcok my aocunt or refund my all money in my bank account,Dont make people foolds.unblcok my aocunt or refund my all money in my bank account,15
650894,274789,Wed Nov 22 21:21:27 +0000 2017,True,"@116035  you are the worst of the worst. Shut down 6 accounts of mine after 10 years without even sending a notice and can't state a reason. My name is Ahmed, we get it.","you are the worst of the worst. Shut down 6 accounts of mine after 10 years without even sending a notice and can't state a reason. My name is Ahmed, we get it.",33
219642,163478,Thu Oct 05 04:49:37 +0000 2017,True,"@Delta So I wasn't able to check my phone in immediately, and go process a claim.","So I wasn't able to check my phone in immediately, and go process a claim.",15
1106896,381239,Tue Oct 24 00:26:12 +0000 2017,True,@SouthwestAir #fail Stuck in #StLouis after unscheduled plane change. 4hr delay! This A Lister shoulda flew @Delta https://t.co/dxY9F8tkyQ,#fail Stuck in #StLouis after unscheduled plane change. 4hr delay! This A Lister shoulda flew,15
637167,271091,Wed Nov 22 20:17:55 +0000 2017,True,"@AmazonHelp This is literally the fifth time your company has let me down in about a fortnight re next-day delivery. If you can't get enough staff mid-Brexit to fulfill your statutory obligations, then why not just admit it? Your service these days is hugely poor.","This is literally the fifth time your company has let me down in about a fortnight re next-day delivery. If you can't get enough staff mid-Brexit to fulfill your statutory obligations, then why not just admit it? Your service these days is hugely poor.",44
775988,305421,Sat Oct 07 18:33:27 +0000 2017,True,"@ChaseSupport third time trying to open a chase account, third time I'm told come back another time.","third time trying to open a chase account, third time I'm told come back another time.",16
1612699,494862,Sun Nov 26 03:40:15 +0000 2017,True,My iPhone 8+ didn’t come with headphones or a converter dongle... @115858 wtf?!,My iPhone 8+ didn’t come with headphones or a converter dongle... wtf?!,12
1099526,379469,Mon Oct 23 18:29:23 +0000 2017,True,Super-hero concierge #Miles at @Kimpton #GrayHotel really saved my life today. #kudos,Super-hero concierge #Miles at #GrayHotel really saved my life today. #kudos,11
826860,233298,Thu Oct 12 20:05:18 +0000 2017,True,@116230 yah cause that makes sense https://t.co/WTPu2q9Qlm,yah cause that makes sense,5
1761395,530054,Tue Nov 07 19:22:50 +0000 2017,True,Que felicidad  cuando llegan tus cositas de @116875 en un día,Que felicidad cuando llegan tus cositas de en un día,10
892443,318504,Fri Oct 13 18:08:56 +0000 2017,True,@idea_cares Plz Read my tweet one more times ..in last alternate no. is given 9451951130,Plz Read my tweet one more times ..in last alternate no. is given 9451951130,14
1227337,376554,Wed Oct 25 19:22:14 +0000 2017,True,@Uber_Support I want to know why my fares are being adjusted when the destination wasnt changed. I feel like Im being unfairly charged extra,I want to know why my fares are being adjusted when the destination wasnt changed. I feel like Im being unfairly charged extra,23
1623203,497242,Sun Nov 05 17:29:30 +0000 2017,True,@XboxSupport Are u able to send me a code,Are u able to send me a code,8
500144,234467,Fri Dec 01 17:17:54 +0000 2017,True,Thanks @O2 for abruptly disconnecting my data services as I reached my monthly contract allowance 12 hours before the next month starts. What a ridiculous policy! Why not just charge me for any extra data used? Sent using @121122 hotspot. Sorry4 leaving you Vodafone 😪#regret,Thanks for abruptly disconnecting my data services as I reached my monthly contract allowance 12 hours before the next month starts. What a ridiculous policy! Why not just charge me for any extra data used? Sent using hotspot. Sorry4 leaving you Vodafone 😪#regret,43
983068,353066,Sun Oct 22 09:54:51 +0000 2017,True,@SpotifyCares days. How long can i have the error message before I lose my premium? (2/2),days. How long can i have the error message before I lose my premium? (2/2),15
2890588,801375,Tue Nov 28 13:50:15 +0000 2017,True,"@115851 i know you probably will never read this but in the last month or so ur Prime membership has failed to deliver within the ""guaranteed"" time..kinda makes me think twice if having Prime is even worth it anymore @AmazonHelp #changeisalwaysgood no prime will teach patience","i know you probably will never read this but in the last month or so ur Prime membership has failed to deliver within the ""guaranteed"" time..kinda makes me think twice if having Prime is even worth it anymore #changeisalwaysgood no prime will teach patience",44
1681691,511278,Mon Nov 06 12:45:35 +0000 2017,True,@AppleSupport why am I being charged for Apple Music when I’m on a 3 month student trial which started September?,why am I being charged for Apple Music when I’m on a 3 month student trial which started September?,19
1028916,363458,Sat Oct 14 14:27:28 +0000 2017,True,@363459 Remember @212203 episode when the internet was down lol someone tell @115955 @Ask_Spectrum to plug it back in lmao,Remember episode when the internet was down lol someone tell to plug it back in lmao,16
2782111,776939,Mon Nov 20 21:36:25 +0000 2017,True,Just took @115873 VIP from Four Seasons Chicago to O'Hare. $80. Had local friend lookup fare seconds later and it was $40. Why? Happy to share screenshots.,Just took VIP from Four Seasons Chicago to O'Hare. $80. Had local friend lookup fare seconds later and it was $40. Why? Happy to share screenshots.,26
753452,300081,Wed Oct 11 14:43:25 +0000 2017,True,"@Tesco at all, (in the cheese, anyway) and that is what I buy.","at all, (in the cheese, anyway) and that is what I buy.",12
1471855,461654,Thu Nov 02 23:50:19 +0000 2017,True,@115858 how long is it going to take for y’all to fix this “I️” keyboard issue?,how long is it going to take for y’all to fix this “I️” keyboard issue?,15
2714582,762044,Mon Nov 20 00:23:11 +0000 2017,True,"@116062 hiya, can you please tell me if these are still in circulation? If not, no biggie https://t.co/aeMHQFoPHo","hiya, can you please tell me if these are still in circulation? If not, no biggie",16
2279045,662620,Sat Nov 11 20:00:07 +0000 2017,True,@AmazonHelp Still not here! 😡😳 what’s the point in playing for prime if you don’t get the items when promised,Still not here! 😡😳 what’s the point in playing for prime if you don’t get the items when promised,19
925059,221513,Tue Oct 10 20:37:31 +0000 2017,True,@AppleSupport I have a problem with downloading ios11.0.2  when I try it says there's been an error installing it h,I have a problem with downloading ios11.0.2 when I try it says there's been an error installing it h,19
1325435,429279,Fri Oct 13 20:41:54 +0000 2017,True,@SCsupport how do i make my tracks only available on Go,how do i make my tracks only available on Go,10
1703516,516410,Mon Nov 06 19:20:31 +0000 2017,True,"@Safaricom_Care Hi
Lately whenever I top up some airtime is deducted. I have checked and found no subscriptions.my number 0725891366",Hi Lately whenever I top up some airtime is deducted. I have checked and found no subscriptions.my number 0725891366,19
361458,201603,Sun Oct 08 11:12:40 +0000 2017,True,@115877 I got an incomplete order and I cant eat it. Its been an hour since I wrote to you guys on your app. Please give me refund.,I got an incomplete order and I cant eat it. Its been an hour since I wrote to you guys on your app. Please give me refund.,27
1496899,467539,Fri Nov 03 08:10:32 +0000 2017,True,@O2 Yes same problem that you haven’t yet fixed.  Turns out affecting many many people!!!,Yes same problem that you haven’t yet fixed. Turns out affecting many many people!!!,14
2977494,821171,Tue Oct 31 20:08:31 +0000 2017,True,"@AppleSupport I’ve had this case for less than 1 month and have never dropped it, yet the paint seems to be deteriorating. What’s going on? https://t.co/pyrAKWjPMi","I’ve had this case for less than 1 month and have never dropped it, yet the paint seems to be deteriorating. What’s going on?",24
921502,338757,Sat Oct 21 12:50:41 +0000 2017,True,@AmazonHelp Already done that &amp; spoken to a repr &amp; she said nothing can be done. Not happy. I now need to contact my previous employer @40837 !!,Already done that & spoken to a repr & she said nothing can be done. Not happy. I now need to contact my previous employer !!,26
2580607,731429,Thu Nov 16 21:11:25 +0000 2017,True,"@AppleSupport you guys have to remove or do a new update to fix this “I.T” when I’m freaking writing it, it’s annoying to change I.T every time! @2310 @115948 @115858","you guys have to remove or do a new update to fix this “I.T” when I’m freaking writing it, it’s annoying to change I.T every time!",26
1284329,420423,Thu Oct 26 18:11:33 +0000 2017,True,Hooking up @115722 today in the new house. Hands down this Technician has been the best. Went above and beyond #Pittsburgh #VerizonFios,Hooking up today in the new house. Hands down this Technician has been the best. Went above and beyond #Pittsburgh #VerizonFios,21
1385411,442399,Sat Oct 28 08:33:32 +0000 2017,True,@Morrisons great customer service from Danny at Lutterworth today whilst getting fireworks for sons birthday. Got a great person there!,great customer service from Danny at Lutterworth today whilst getting fireworks for sons birthday. Got a great person there!,19
1881085,561400,Sat Oct 21 17:51:06 +0000 2017,True,Exceptionally good / hilarious flight crew on @SouthwestAir flight 2990 today 👏🏻👏🏻👏🏻,Exceptionally good / hilarious flight crew on flight 2990 today 👏🏻👏🏻👏🏻,11
1650880,504202,Sat Oct 28 22:37:09 +0000 2017,True,"@comcastcares Thank you, but now the Xfinity app indicates that there has been an outage identified in my area, due to be resolved by 10pm. Not good, tho!","Thank you, but now the Xfinity app indicates that there has been an outage identified in my area, due to be resolved by 10pm. Not good, tho!",27
1883334,185461,Mon Oct 23 01:10:40 +0000 2017,True,Trying to explain to @comcastcares that we literally don't have coax run to anywhere in our home except the cable modem. 2k ft of Cat6 tho!,Trying to explain to that we literally don't have coax run to anywhere in our home except the cable modem. 2k ft of Cat6 tho!,25
966673,349419,Sat Oct 21 23:33:30 +0000 2017,True,@ChipotleTweets Some lady calling herself a former health inspector came into this Chipotle and tore up the manager and said it was the dirtiest Chipotle she's ever seen with cross-contamination everywhere... she treated the manager like a 3rd grader... wanna look into this?,Some lady calling herself a former health inspector came into this Chipotle and tore up the manager and said it was the dirtiest Chipotle she's ever seen with cross-contamination everywhere... she treated the manager like a 3rd grader... wanna look into this?,42
1756380,528860,Tue Nov 07 16:46:40 +0000 2017,True,@AppleSupport any idea when the text issue is going to be fixed?,any idea when the text issue is going to be fixed?,11
1695964,514520,Mon Nov 27 15:50:38 +0000 2017,True,@O2 Give up on my plans to be the next Mrs.  Hardy?  Not on your nelly love! 💅🏻,Give up on my plans to be the next Mrs. Hardy? Not on your nelly love! 💅🏻,17
828689,317422,Sat Oct 21 13:54:36 +0000 2017,True,"@SouthwestAir When we got on the plane, they told us it was broken and could not be fixed.","When we got on the plane, they told us it was broken and could not be fixed.",17
1377,115976,Tue Oct 31 22:11:30 +0000 2017,True,@ChipotleTweets aye can i do double meat for my boorito and still only pay $3?,aye can i do double meat for my boorito and still only pay $3?,14
762218,302118,Wed Oct 11 09:23:27 +0000 2017,True,@sainsburys ...in what possible sense of the word is the porridge in your Tottenham store café 'homemade' ? https://t.co/g2e4gKAxwj,...in what possible sense of the word is the porridge in your Tottenham store café 'homemade' ?,17
1982322,586775,Thu Nov 02 16:57:48 +0000 2017,True,Apple...y’all done messed up again with this update. 😒😑 When you type the letter I️ ...something weird comes. @AppleSupport,Apple...y’all done messed up again with this update. 😒😑 When you type the letter I️ ...something weird comes.,18
989765,354466,Sat Nov 25 11:01:24 +0000 2017,True,@AmazonHelp I literally placed the order about half hour ago; it’s not even marked as dispatched yet,I literally placed the order about half hour ago; it’s not even marked as dispatched yet,16
2112070,622872,Fri Nov 10 16:54:02 +0000 2017,True,@idea_cares I m waiting for your response from last 24 hours. Its enough or not???,I m waiting for your response from last 24 hours. Its enough or not???,14
1766888,531319,Tue Nov 07 22:14:44 +0000 2017,True,@AmazonHelp Das habe ich in den letzten 3 Monaten schon 5 mal getan! Jedesmal kommt dann nur „Ihr seid dran“ und meldet euch und dann nie wieder was!!,Das habe ich in den letzten 3 Monaten schon 5 mal getan! Jedesmal kommt dann nur „Ihr seid dran“ und meldet euch und dann nie wieder was!!,27
890004,331280,Sat Oct 21 13:52:30 +0000 2017,True,@GWRHelp Hi Rach according to https://t.co/Ejx6FUJ8yE it was scheduled to depart at 11:34 and we weren't aware of a schedule change,Hi Rach according to it was scheduled to depart at 11:34 and we weren't aware of a schedule change,19
541141,245534,Sat Dec 02 06:26:52 +0000 2017,True,"getting ready to smash my beloved iPhone! @AppleSupport this constany cutting out is too much. I use an app for bus tickets, guess i’ll not be going to work for a while🙄 ps it crashed 3 times just writing this tweet 😤","getting ready to smash my beloved iPhone! this constany cutting out is too much. I use an app for bus tickets, guess i’ll not be going to work for a while🙄 ps it crashed 3 times just writing this tweet 😤",41
2425685,696562,Tue Nov 14 19:23:55 +0000 2017,True,"@SouthwestAir Okay, so I shouldn't panic if points weren't automatically posted at the end of my stay. =) I'm on a companion pass/preferred status mission. =)","Okay, so I shouldn't panic if points weren't automatically posted at the end of my stay. =) I'm on a companion pass/preferred status mission. =)",25
2558986,726438,Thu Nov 16 11:33:52 +0000 2017,True,@116136 Hiya guy's could i get a business email address off yourselves please as your website isn't working thankyou.,Hiya guy's could i get a business email address off yourselves please as your website isn't working thankyou.,18
1875525,327734,Sun Oct 22 00:19:28 +0000 2017,True,When your order dinner thru @115877 @115873 and it never shows... even tho driver said it was.... smh,When your order dinner thru and it never shows... even tho driver said it was.... smh,16
355477,129164,Tue Apr 04 12:18:31 +0000 2017,True,"@MOO I can see it's this page: https://t.co/SwYqf5C37Q, but that automatically redirects to https://t.co/r2eJYME5qz",I can see it's this page: but that automatically redirects to,11
1717960,520187,Tue Nov 07 00:22:36 +0000 2017,True,I guess the @115714 store near my house doesn’t want my business. Every bit of signage is in Spanish. No English at all.,I guess the store near my house doesn’t want my business. Every bit of signage is in Spanish. No English at all.,22
2087837,617337,Wed Nov 08 00:52:33 +0000 2017,True,@VirginAmerica @virginamerica Looking forward to the resolution from leadership. FYI the WiFi on this plane is horrible as well.,Looking forward to the resolution from leadership. FYI the WiFi on this plane is horrible as well.,17
2188050,640710,Thu Nov 09 19:21:39 +0000 2017,True,"@118625 Fresno, Ca .. Cedar/Shaw location","Fresno, Ca .. Cedar/Shaw location",5
1036104,296397,Sun Oct 22 20:18:00 +0000 2017,True,"Hey @115888 how come it’s still not possible to add a profile pic to my account without a facebook acc. I’m paying €14,99 p/m ffs! #fail","Hey how come it’s still not possible to add a profile pic to my account without a facebook acc. I’m paying €14,99 p/m ffs! #fail",25
